"날짜","종가","시가","고가","저가","거래량","변동 %"
"2020- 05- 06","23,513.00","23,762.00","23,995.00","23,497.00","179.24K","-1.04%"
"2020- 05- 05","23,761.00","23,587.00","24,057.00","23,577.00","177.19K","0.81%"
"2020- 05- 04","23,571.00","23,364.00","23,658.00","23,208.00","157.51K","-0.20%"
"2020- 05- 01","23,619.00","24,052.00","24,078.00","23,530.00","169.78K","-2.52%"
"2020- 04- 30","24,230.00","24,676.00","24,792.00","24,072.00","204.63K","-1.37%"
"2020- 04- 29","24,566.00","24,036.00","24,688.00","23,971.00","178.48K","2.17%"
"2020- 04- 28","24,045.00","24,015.00","24,435.00","23,878.00","192.24K","0.19%"
"2020- 04- 27","23,999.00","23,647.00","24,100.00","23,535.00","143.53K","1.44%"
"2020- 04- 24","23,658.00","23,332.00","23,730.00","23,155.00","169.75K","1.38%"
"2020- 04- 23","23,337.00","23,375.00","23,772.00","23,231.00","211.39K","-0.08%"
"2020- 04- 22","23,356.00","22,976.00","23,503.00","22,815.00","179.29K","1.86%"
"2020- 04- 21","22,929.00","23,457.00","23,682.00","22,814.00","249.72K","-2.38%"
"2020- 04- 20","23,488.00","24,088.00","24,203.00","23,441.00","208.15K","-2.78%"
"2020- 04- 17","24,159.00","24,072.00","24,327.00","23,701.00","231.63K","3.21%"
"2020- 04- 16","23,407.00","23,332.00","23,767.00","23,079.00","236.01K","0.07%"
"2020- 04- 15","23,391.00","23,911.00","23,967.00","23,103.00","184.47K","-2.05%"
"2020- 04- 14","23,880.00","23,320.00","23,922.00","23,250.00","174.57K","2.45%"
"2020- 04- 13","23,309.00","23,839.00","23,911.00","22,968.00","159.04K","-1.55%"
"2020- 04- 10","23,676.00","23,676.00","23,676.00","23,676.00","","0.25%"
"2020- 04- 09","23,618.00","23,298.00","23,889.00","23,020.00","262.87K","1.60%"
"2020- 04- 08","23,246.00","22,479.00","23,394.00","22,244.00","238.33K","3.36%"
"2020- 04- 07","22,491.00","22,496.00","23,477.00","22,300.00","275.76K","0.01%"
"2020- 04- 06","22,488.00","20,944.00","22,663.00","20,944.00","222.34K","7.31%"
"2020- 04- 03","20,957.00","21,272.00","21,352.00","20,740.00","169.30K","-1.49%"
"2020- 04- 02","21,273.00","20,819.00","21,374.00","20,500.00","247.19K","2.57%"
"2020- 04- 01","20,740.00","21,702.00","21,702.00","20,648.00","207.28K","-4.65%"
"2020- 03- 31","21,751.00","22,186.00","22,386.00","21,641.00","173.68K","-1.88%"
"2020- 03- 30","22,167.00","20,926.00","22,239.00","20,778.00","198.02K","3.41%"
"2020- 03- 27","21,437.00","22,520.00","22,545.00","21,316.00","258.11K","-4.08%"
"2020- 03- 26","22,348.00","21,058.00","22,449.00","20,510.00","335.33K","6.29%"
"2020- 03- 25","21,026.00","20,679.00","21,892.00","20,279.00","334.53K","2.03%"
"2020- 03- 24","20,608.00","18,584.00","20,710.00","18,584.00","287.35K","11.41%"
"2020- 03- 23","18,497.00","18,504.00","19,804.00","18,086.00","308.16K","-8.68%"
"2020- 03- 20","20,255.53","19,712.00","20,999.00","19,543.00","1.96K","1.26%"
"2020- 03- 19","20,003.00","19,996.00","20,497.00","18,993.00","54.06K","0.11%"
"2020- 03- 18","19,981.00","20,791.00","20,954.00","18,904.00","87.33K","-4.70%"
"2020- 03- 17","20,966.00","20,381.00","21,380.00","19,872.00","121.86K","2.78%"
"2020- 03- 16","20,399.00","22,867.00","22,899.00","20,062.00","113.14K","-11.26%"
"2020- 03- 13","22,988.00","20,769.00","23,147.00","20,388.00","232.40K","9.03%"
"2020- 03- 12","21,085.00","23,565.00","23,851.00","20,875.00","465.61K","-10.56%"
"2020- 03- 11","23,575.00","24,838.00","24,890.00","23,300.00","495.35K","-5.13%"
"2020- 03- 10","24,849.00","23,727.00","25,020.00","23,424.00","523.50K","4.07%"
"2020- 03- 09","23,877.00","25,356.00","25,356.00","23,549.00","335.68K","-7.41%"
"2020- 03- 06","25,789.00","26,143.00","26,282.00","25,193.00","581.21K","-1.04%"
"2020- 03- 05","26,060.00","26,921.00","26,973.00","25,915.00","461.26K","-3.36%"
"2020- 03- 04","26,965.00","25,809.00","27,075.00","25,688.00","381.74K","4.19%"
"2020- 03- 03","25,880.00","26,562.00","27,059.00","25,679.00","607.05K","-2.22%"
"2020- 03- 02","26,468.00","25,196.00","26,711.00","24,851.00","637.92K","4.35%"
"2020- 02- 28","25,364.00","25,522.00","25,772.00","24,675.00","735.82K","-0.74%"
"2020- 02- 27","25,552.00","26,820.00","26,977.00","25,500.00","689.08K","-5.06%"
"2020- 02- 26","26,914.00","27,124.00","27,519.00","26,692.00","588.27K","-0.75%"
"2020- 02- 25","27,117.00","27,927.00","28,234.00","26,976.00","571.42K","-3.04%"
"2020- 02- 24","27,968.00","28,745.00","28,754.00","27,887.00","503.60K","-3.50%"
"2020- 02- 21","28,981.00","29,154.00","29,176.00","28,871.00","322.58K","-0.65%"
"2020- 02- 20","29,171.00","29,366.00","29,434.00","28,931.00","288.12K","-0.57%"
"2020- 02- 19","29,337.00","29,240.00","29,397.00","29,232.00","153.04K","0.43%"
"2020- 02- 18","29,211.00","29,384.00","29,476.00","29,100.00","268.67K","-0.49%"
"2020- 02- 17","29,356.00","29,441.00","29,475.00","29,327.50","","-0.30%"
"2020- 02- 16","29,445.50","29,379.50","29,463.50","29,377.50","","0.17%"
"2020- 02- 14","29,395.00","29,446.00","29,519.00","29,267.00","174.89K","-0.13%"
"2020- 02- 13","29,432.00","29,529.00","29,543.00","29,245.00","220.17K","-0.31%"
"2020- 02- 12","29,523.00","29,261.00","29,538.00","29,209.00","172.70K","1.01%"
"2020- 02- 11","29,229.00","29,237.00","29,395.00","29,162.00","198.86K","-0.05%"
"2020- 02- 10","29,245.00","29,021.00","29,250.00","28,850.00","198.76K","0.69%"
"2020- 02- 07","29,044.00","29,357.00","29,367.00","29,006.00","228.30K","-0.97%"
"2020- 02- 06","29,328.00","29,248.00","29,475.00","29,186.00","238.29K","0.30%"
"2020- 02- 05","29,241.00","28,776.00","29,275.00","28,692.00","276.32K","1.57%"
"2020- 02- 04","28,789.00","28,366.00","28,847.00","28,287.00","222.74K","1.51%"
"2020- 02- 03","28,361.00","28,159.00","28,573.00","28,136.00","269.20K","0.59%"
"2020- 01- 31","28,196.00","28,838.00","28,881.00","28,105.00","369.13K","-2.07%"
"2020- 01- 30","28,791.00","28,718.00","28,843.00","28,432.00","347.45K","0.28%"
"2020- 01- 29","28,710.00","28,736.00","28,888.00","28,650.00","235.91K","0.00%"
"2020- 01- 28","28,710.00","28,479.00","28,780.00","28,471.00","261.24K","0.80%"
"2020- 01- 27","28,481.00","28,720.00","28,732.00","28,405.00","363.77K","-1.56%"
"2020- 01- 24","28,933.00","29,129.00","29,241.00","28,796.00","301.31K","-0.67%"
"2020- 01- 23","29,127.00","29,112.00","29,150.00","28,924.00","232.28K","-0.04%"
"2020- 01- 22","29,140.00","29,177.00","29,309.00","29,093.00","192.70K","-0.13%"
"2020- 01- 21","29,179.00","29,280.00","29,318.00","29,108.00","238.63K","-0.34%"
"2020- 01- 20","29,280.00","29,307.50","29,317.50","29,230.00","","-0.09%"
"2020- 01- 19","29,306.00","29,272.00","29,308.50","29,263.00","","0.09%"
"2020- 01- 17","29,279.00","29,245.00","29,362.00","29,242.00","170.08K","0.13%"
"2020- 01- 16","29,240.00","29,034.00","29,263.00","29,032.00","152.87K","0.73%"
"2020- 01- 15","29,029.00","28,934.00","29,090.00","28,838.00","224.03K","0.33%"
"2020- 01- 14","28,934.00","28,874.00","29,015.00","28,737.00","232.55K","0.22%"
"2020- 01- 13","28,871.00","28,775.00","28,907.00","28,775.00","141.63K","0.33%"
"2020- 01- 10","28,777.00","28,930.00","29,022.00","28,751.00","183.36K","-0.53%"
"2020- 01- 09","28,929.00","28,772.00","28,953.00","28,745.00","181.59K","0.55%"
"2020- 01- 08","28,770.00","28,502.00","28,833.00","28,084.00","337.25K","0.86%"
"2020- 01- 07","28,526.00","28,636.00","28,739.00","28,446.00","198.21K","-0.40%"
"2020- 01- 06","28,642.00","28,494.00","28,700.00","28,351.00","218.79K","0.14%"
"2020- 01- 03","28,602.00","28,844.00","28,893.00","28,431.00","245.78K","-0.83%"
"2020- 01- 02","28,841.00","28,553.00","28,871.00","28,538.00","183.58K","0.96%"
"2020- 01- 01","28,568.00","28,548.00","28,590.00","28,539.00","","0.21%"
"2019- 12- 31","28,508.00","28,427.00","28,553.00","28,341.00","127.53K","0.24%"
"2019- 12- 30","28,440.00","28,618.00","28,660.00","28,403.00","165.29K","-0.59%"
